,root_cause,score
0,host4,56.0
1,app5,29.0
2,sv2,28.0
3,app9,26.0
4,host9,21.0
5,host1,20.0
6,app3,13.0
7,app8,13.0
8,host2,8.0
9,host7,6.0
10,host8,6.0
11,app7,5.0
12,app6,4.0
13,host6,4.0
14,sv1,4.0
15,app12,3.0
16,app13,1.0
17,host10,1.0
18,sv3,1.0
19,sv4,1.0
20,app1,0.0
21,app2,0.0
22,app4,0.0
23,app10,0.0
24,app11,0.0
25,app14,0.0
