,root_cause,score
0,host4,0.17297385482256342
1,app5,0.11564324411266452
2,sv2,0.10250302508003756
3,app8,0.10105894812014274
4,app4,0.07968767926663274
5,app7,0.06714769012993418
6,host9,0.0639010349770756
7,host7,0.05968683567105261
8,host8,0.05774797035436728
9,app3,0.046802666465556246
10,app9,0.04035043114747311
11,app6,0.025965687202155568
12,app2,0.016715238023412952
13,host6,0.012982843601077786
14,sv3,0.011113223474274018
15,app1,0.008426495871903458
16,host1,0.008241704295765227
17,host2,0.006098122012561713
18,sv1,0.0029533053713728637
