,root_cause,score
0,sv2,74.0
1,host1,67.0
2,host4,67.0
3,app4,64.0
4,host2,64.0
5,sv1,58.0
6,host3,56.0
7,app3,14.0
8,app2,9.0
9,app7,6.0
10,app5,5.0
11,app6,5.0
12,host6,4.0
13,app8,2.0
14,host5,2.0
15,host8,2.0
16,host7,1.0
17,app1,0.0
