,root_cause,score
0,host4,97.0
1,host9,71.0
2,sv2,65.0
3,host1,48.0
4,app9,45.0
5,app3,39.0
6,app5,39.0
7,host2,21.0
8,app8,20.0
9,sv3,12.0
10,host7,8.0
11,host8,7.0
12,app7,5.0
13,sv1,5.0
14,app6,4.0
15,host6,4.0
16,app12,3.0
17,app13,3.0
18,host10,3.0
19,sv4,1.0
20,app1,0.0
21,app2,0.0
22,app4,0.0
23,app10,0.0
24,app11,0.0
25,app14,0.0
