,root_cause,score
0,app8,0.15242671831721805
1,app7,0.10119383936346679
2,host9,0.09712370002255329
3,host7,0.0899500794341927
4,host8,0.08710098189555318
5,app5,0.07870631950491867
6,app3,0.07122743846598983
7,app9,0.06125559708075125
8,host4,0.0598310483114314
9,app4,0.04085402363442128
10,app6,0.03927684463981722
11,app2,0.025438370880710666
12,sv2,0.01994368277047713
13,host6,0.01963842231990861
14,sv3,0.01689107826479188
15,app1,0.012824006868105
16,host1,0.012542778647313227
17,host2,0.009280531286128619
18,sv1,0.004494538292290389
