,root_cause,score
0,app6,0
1,app7,0
2,app8,0
3,host6,0
4,host7,0
5,host8,0
6,app5,1
7,host5,1
8,app3,11
9,host4,12
10,app4,13
11,host3,13
12,sv2,13
13,app2,28
14,app1,31
15,host2,32
16,host1,38
17,sv1,38
