,root_cause,score
0,host2,0.0
1,app7,0.0
2,host8,0.0
3,app5,0.0
4,app8,0.0
5,app1,0.0
6,app3,0.0
7,sv1,0.0
8,host3,0.0
9,sv2,0.0
10,app6,0.0
11,host5,0.0
12,host6,0.0
13,app2,0.0
14,host4,0.0
15,app4,0.0
16,host7,0.0
17,host1,0.0
