,root_cause,score
0,host1,0.7484662114561025
1,host3,0.7352696918487927
2,app6,0.5000000179925201
3,sv1,0.4969324229122039
4,app5,0.4936636391716824
5,host2,0.4917736523857741
6,app1,0.49177365238577375
7,app2,0.4800209855359178
8,sv2,0.47006007136595146
9,app3,0.38618090326481175
10,host4,0.3381095710193321
11,app4,-7.901328360458493e-12
12,app7,-0.4039820350333522
13,app8,-0.4039820350333525
14,host6,-0.6620842801468225
15,host5,-0.6667965398732447
16,host7,-0.7327449873252676
17,host8,-0.7327449873252676
