,root_cause,score
0,host6,0.7489620224056825
1,host8,0.7401794155169812
2,app7,0.5000000141083263
3,sv2,0.49148579493383837
4,host3,0.48284337173662784
5,host4,0.4760471104610985
6,app8,0.45101007388779696
7,app3,0.4344033200746913
8,app4,0.42092062511125833
9,app1,0.366867025149052
10,host5,0.3586439566273571
11,app5,0.015809910097351724
12,app6,0.002851328386346363
13,host2,1.6010969029699652e-07
14,sv1,2.184709846407193e-08
15,app2,-0.49881376694164203
16,host1,-0.4999999999998592
17,host7,-0.6632800337556104
