,root_cause,score
0,app7,0
1,host7,0
2,app8,1
3,host8,1
4,app6,3
5,app5,4
6,host5,6
7,host6,6
8,app9,7
9,host9,10
10,app3,18
11,app4,18
12,host4,19
13,host3,22
14,sv2,22
15,app2,34
16,app1,38
17,host2,42
18,host1,48
19,sv1,50
