,root_cause,score
0,host1,0.74900568155723
1,host3,0.7410543755570198
2,host5,0.6267827336658847
3,app6,0.5000000179925201
4,app7,0.5000000149887311
5,app8,0.5000000149887311
6,sv1,0.4980113631144593
7,host2,0.494816779451456
8,app1,0.4948167794514557
9,app2,0.4879050013635754
10,sv2,0.48181474990879253
11,app3,0.4330475055272035
12,host4,0.4026817656376464
13,app4,0.01272030318400877
14,app5,3.0590004794571585e-13
15,host6,-0.6620842801468225
16,host7,-0.6629595594377544
17,host8,-0.6629595594377544
