,root_cause,score
0,sv3,0.7317709455198764
1,sv2,0.7256617194018877
2,app7,0.5000000132082897
3,host4,0.39329387077521155
4,app4,0.38642353944873425
5,app3,0.3849783213844735
6,app1,0.3640056947136786
7,host9,0.00194872332867479
8,host2,1.3877746029684098e-07
9,sv1,2.0212938125158813e-08
10,app5,1.5568736364693294e-14
11,app9,-6.408549439601035e-09
12,app8,-0.0011098317066709695
13,app6,-0.00181683412496832
14,app2,-0.498874344661374
15,host1,-0.4999999999999362
16,host8,-0.6587137091894414
17,host7,-0.663602286624237
18,host6,-0.6751773620127055
