,root_cause,score
0,app8,1
1,host8,1
2,app12,3
3,app13,3
4,app11,5
5,app14,5
6,host10,7
7,app5,8
8,sv4,9
9,app4,10
10,host4,10
11,sv2,13
12,host7,16
13,app7,17
14,app3,24
15,host9,25
16,app9,27
17,sv3,29
18,host6,30
19,app6,33
20,app10,35
21,app2,40
22,app1,47
23,host2,47
24,sv1,56
25,host1,57
