,root_cause,score
0,app8,0
1,app11,0
2,app12,0
3,app13,0
4,app14,0
5,host8,0
6,host10,0
7,sv4,0
8,host4,3
9,app4,4
10,app5,5
11,sv2,5
12,host7,9
13,app3,11
14,app7,13
15,host9,14
16,app9,19
17,sv3,21
18,app2,25
19,app1,27
20,host6,28
21,host2,31
22,app6,35
23,app10,35
24,host1,35
25,sv1,37
