,root_cause,score
0,app5,102.0
1,host2,76.0
2,host3,74.0
3,sv2,60.0
4,host4,59.0
5,host1,55.0
6,host5,55.0
7,sv1,50.0
8,app6,15.0
9,app3,12.0
10,app8,11.0
11,app2,10.0
12,app7,9.0
13,host6,5.0
14,host8,5.0
15,host7,2.0
16,app1,0.0
17,app4,0.0
