,root_cause,score
0,app5,0.15605739615328862
1,host5,0.0985625659915507
2,host4,0.08095164688236202
3,sv2,0.07726287328516712
4,app7,0.07392192449366318
5,app4,0.073921924493663
6,app6,0.06981515091068144
7,host7,0.06570837732770063
8,host6,0.06570837732770016
9,host3,0.056869355730451765
10,app8,0.04106773582981281
11,app3,0.03844837095537785
12,host8,0.03285418866385026
13,app2,0.021084590523916893
14,host2,0.01566975307229405
15,sv1,0.011616187605716054
16,host1,0.011434684674376739
17,app1,0.009044896078409113
