,root_cause,score
0,host9,266.0
1,host1,231.0
2,app3,211.0
3,app9,186.0
4,host2,59.0
5,sv3,43.0
6,app4,41.0
7,app8,36.0
8,sv1,31.0
9,host4,26.0
10,host8,18.0
11,app6,14.0
12,host6,12.0
13,app7,11.0
14,sv2,8.0
15,host7,7.0
16,app1,0.0
17,app2,0.0
18,app5,0.0
