,root_cause,score
0,host4,0.09645031695956131
1,app7,0.09057027033873255
2,app4,0.08805442949599016
3,app6,0.08553858865324784
4,sv2,0.08308125573708044
5,host6,0.08050690696776269
6,host7,0.08050690696776228
7,host3,0.06555813172774552
8,app5,0.06038018022582172
9,app3,0.051647872184442084
10,app8,0.05031681685485141
11,host5,0.04025345348388114
12,host8,0.040253453483881124
13,app2,0.02660647961016714
14,host2,0.01977353864858907
15,sv1,0.014658376141039008
16,host1,0.014429339013835273
17,app1,0.011413683505652765
