,root_cause,score
0,host1,0.7491644818528574
1,app4,0.7370479838376707
2,app8,0.6764804502660717
3,sv1,0.4983289637057143
4,app1,0.4957613825167771
5,host2,0.4957613825167771
6,app2,0.4901729474688375
7,app3,0.44298300174129845
8,host4,0.4393234807983198
9,app5,0.41338446404881424
10,host7,0.4083142316636349
11,app9,0.36561456922938396
12,host9,0.00244894155303208
13,host6,0.002259434150991503
14,app6,0.0021803389892317074
15,app13,0.00117304479890508
16,sv3,5.332676452286955e-07
17,sv2,1.1138870273065696e-07
18,app7,-0.0012960077306815693
19,host8,-0.5006189387601311
20,app12,-0.5007735163377779
21,app11,-0.5008321484615524
22,app10,-0.6722176872675458
23,app14,-0.6960582597143354
24,host10,-0.7132963195058755
25,sv4,-0.730180454629858
